Year,State,Collection,Pounds,Species,Confidentiality,Dollars
2015,VIRGINIA,Commercial,127,PIGFISH,Public,38
2015,VIRGINIA,Commercial,99,"SNAPPER, VERMILION",Public,343
2015,VIRGINIA,Commercial,109,"TILEFISH, GOLDEN",Public,264
2015,WASHINGTON,Commercial,220,"ROCKFISH, AURORA",Public,163
2015,WASHINGTON,Commercial,441,"ROCKFISH, GREENSTRIPED",Public,132
2015,WASHINGTON,Commercial,220,"ROCKFISH, SHARPCHIN",Public,99
2015,WASHINGTON,Commercial,220,"ROCKFISH, SILVERGRAY",Public,33
2015,WASHINGTON,Commercial,882,"ROCKFISH, SPLITNOSE",Public,375
2015,WASHINGTON,Commercial,661,SCULPINS,Public,571
2015,WISCONSIN,Commercial,195,"BASS, WHITE",Public,127
2015,WISCONSIN,Commercial,192,"CATFISH, CHANNEL",Public,768
2015,WISCONSIN,Commercial,72,"DRUM, FRESHWATER",Public,11
2015,WISCONSIN,Commercial,10,"PERCH, WHITE",Public,6
2015,WISCONSIN,Commercial,502,SUCKERS,Public,27
2015,WISCONSIN,Commercial,921,"WHITEFISH, ROUND",Public,463
2014,ALABAMA,Commercial,221,"CROAKER, ATLANTIC",Public,167
2014,ALABAMA,Commercial,155,DOLPHINFISH,Public,314
2014,ALABAMA,Commercial,35,"HIND, SPECKLED",Public,97
2014,ALABAMA,Commercial,115,"JACK, BAR",Public,151
2014,ALABAMA,Commercial,907,"SHARK, SCALLOPED HAMMERHEAD",Public,454
2014,ALABAMA,Commercial,118,"SNAPPER, LANE",Public,294
2014,ALABAMA,Commercial,212,TRIPLETAIL,Public,263
2014,ALABAMA,Commercial,331,"TUNA, BLACKFIN",Public,281
2014,CALIFORNIA,Commercial,220,"PRICKLEBACK, MONKEYFACE",Public,824
2014,CALIFORNIA,Commercial,441,"ROCKFISH, COWCOD",Public,349
2014,CALIFORNIA,Commercial,441,"ROCKFISH, PACIFIC OCEAN PERCH",Public,226
2014,CALIFORNIA,Commercial,661,"ROCKFISH, ROSY",Public,781
2014,CALIFORNIA,Commercial,441,"ROCKFISH, SQUARESPOT",Public,391
2014,CALIFORNIA,Commercial,220,"ROCKFISH, YELLOWEYE",Public,81
2014,CALIFORNIA,Commercial,661,SQUIDS,Public,195
2014,CONNECTICUT,Commercial,46,"BONITO, ATLANTIC",Public,94
2014,CONNECTICUT,Commercial,56,CARIDEA,Public,336
2014,CONNECTICUT,Commercial,99,"CARP, COMMON",Public,55
2014,CONNECTICUT,Commercial,60,"CROAKER, ATLANTIC",Public,60
2014,CONNECTICUT,Commercial,6,CUNNER,Public,4
2014,CONNECTICUT,Commercial,8,"DRUM, BLACK",Public,4
2014,CONNECTICUT,Commercial,65,GARS,Public,49
2014,CONNECTICUT,Commercial,15,"GOOSEFISH, BLACKFIN",Public,71
2014,CONNECTICUT,Commercial,13,HADDOCK,Public,21
2014,CONNECTICUT,Commercial,20,"HALIBUT, ATLANTIC",Public,180
2014,CONNECTICUT,Commercial,103,"HERRING, SEA, ATLANTIC",Public,50
2014,CONNECTICUT,Commercial,118,KILLIFISH FAMILY,Public,649
2014,CONNECTICUT,Commercial,54,LEATHERJACKETS,Public,80
2014,CONNECTICUT,Commercial,720,"MACKEREL, SPANISH",Public,567
2014,CONNECTICUT,Commercial,108,MANTIS SHRIMPS,Public,103
2014,CONNECTICUT,Commercial,30,"MULLET, STRIPED (LIZA)",Public,25
2014,CONNECTICUT,Commercial,3,"PORGY, RED",Public,2
2014,CONNECTICUT,Commercial,9,"RAVEN, SEA",Public,3
2014,CONNECTICUT,Commercial,232,"REDFISH, ACADIAN",Public,510
2014,CONNECTICUT,Commercial,60,"ROSEFISH, BLACKBELLY",Public,60
2014,CONNECTICUT,Commercial,23,"SEAROBIN, STRIPED",Public,7
2014,CONNECTICUT,Commercial,2,"SHAD, GIZZARD",Public,1
2014,CONNECTICUT,Commercial,6,"SHAD, HICKORY",Public,4
2014,CONNECTICUT,Commercial,167,"SHARK, BULL",Public,120
2014,CONNECTICUT,Commercial,120,"SHARKS, UNCLASSIFIED",Public,120
2014,CONNECTICUT,Commercial,11,TOADFISHES,Public,4
2014,CONNECTICUT,Commercial,85,"TUNA, ALBACORE",Public,170
2014,CONNECTICUT,Commercial,39,WAHOO,Public,195
2014,DELAWARE,Commercial,124,"TRIGGERFISH, GRAY",Public,25
2014,FLORIDA,Commercial,1,AMPHINOMIDAE,Public,8
2014,FLORIDA,Commercial,1,ANGELWING,Public,1
2014,FLORIDA,Commercial,320,ATLANTIC DEER COWRIE,Public,723
2014,FLORIDA,Commercial,6,ATLANTIC WHITE-SPOTTED OCTOPUS,Public,62
2014,FLORIDA,Commercial,106,BANDED BLENNY,Public,309
2014,FLORIDA,Commercial,194,BANDED BUTTERFLYFISH,Public,856
2014,FLORIDA,Commercial,2,BANK BUTTERFLYFISH,Public,400
2014,FLORIDA,Commercial,34,BARRED BLENNY,Public,168
2014,FLORIDA,Commercial,61,"BASS, LONGTAIL",Public,108
2014,FLORIDA,Commercial,215,BEAUGREGORY,Public,746
2014,FLORIDA,Commercial,9,BELTED SANDFISH,Public,20
2014,FLORIDA,Commercial,110,BICOLOR DAMSELFISH,Public,164
2014,FLORIDA,Commercial,17,BIGSCALE POMFRET,Public,34
2014,FLORIDA,Commercial,27,"BISCUIT, INFLATED SEA",Public,77
2014,FLORIDA,Commercial,106,"BISCUITS, SEA",Public,539
2014,FLORIDA,Commercial,2,BLACK BROTULA,Public,50
2014,FLORIDA,Commercial,3,BLACK DURGON,Public,96
2014,FLORIDA,Commercial,8,BLACK MARGATE,Public,675
2014,FLORIDA,Commercial,21,BLACKBAR SOLDIERFISH,Public,227
2014,FLORIDA,Commercial,6,BLACKEAR WRASSE,Public,13
2014,FLORIDA,Commercial,54,BLACKEDGE MORAY,Public,232
2014,FLORIDA,Commercial,121,BLUE LAND CRAB,Public,182
2014,FLORIDA,Commercial,29,BOX CRABS,Public,92
2014,FLORIDA,Commercial,79,BOXFISH GENUS,Public,109
2014,FLORIDA,Commercial,213,CANDY BASSLET,Public,160
2014,FLORIDA,Commercial,48,CARDINALFISH FAMILY,Public,137
2014,FLORIDA,Commercial,103,CARIBBEAN REEF OCTOPUS,Public,643
2014,FLORIDA,Commercial,2,CAVE BASSLET,Public,125
2014,FLORIDA,Commercial,119,CHALK BASS,Public,587
2014,FLORIDA,Commercial,78,CHAMIDAE,Public,125
2014,FLORIDA,Commercial,10,CLEANER SHRIMP,Public,57
2014,FLORIDA,Commercial,178,CLINGFISH FAMILY,Public,183
2014,FLORIDA,Commercial,11,COCOA DAMSELFISH,Public,20
2014,FLORIDA,Commercial,90,CONEY,Public,636
2014,FLORIDA,Commercial,34,CONUS,Public,39
2014,FLORIDA,Commercial,90,CORALLINACEAE,Public,440
2014,FLORIDA,Commercial,49,"COWRIE, ATLANTIC GRAY",Public,74
2014,FLORIDA,Commercial,72,DAMSELFISH FAMILY,Public,285
2014,FLORIDA,Commercial,3,DEEPWATER SQUIRRELFISH,Public,22
2014,FLORIDA,Commercial,62,DOCTORFISH,Public,315
2014,FLORIDA,Commercial,22,"DOLLAR, NOTCHED SAND",Public,325
2014,FLORIDA,Commercial,30,"DOLLARS, SIX-HOLED KEYHOLE SAND",Public,33
2014,FLORIDA,Commercial,5,DUSKY DAMSELFISH,Public,8
2014,FLORIDA,Commercial,1,FEATHER STARS,Public,5
2014,FLORIDA,Commercial,80,FILEFISH,Public,416
2014,FLORIDA,Commercial,138,"FILEFISH, PYGMY",Public,134
2014,FLORIDA,Commercial,88,FLAMINGO TONGUE,Public,152
2014,FLORIDA,Commercial,782,FLATFISH,Public,970
2014,FLORIDA,Commercial,389,FLORIDA BLENNY,Public,699
2014,FLORIDA,Commercial,865,FLYINGFISHES,Public,704
2014,FLORIDA,Commercial,1,FROGFISHES,Public,10
2014,FLORIDA,Commercial,21,GLASS BLENNY,Public,32
2014,FLORIDA,Commercial,51,GOLDENTAIL MORAY,Public,748
2014,FLORIDA,Commercial,5,GOLDSPOTTED EEL,Public,113
2014,FLORIDA,Commercial,68,"GROUPER, YELLOWMOUTH",Public,281
2014,FLORIDA,Commercial,10,"GRUNT, TOMTATE",Public,11
2014,FLORIDA,Commercial,38,GYMNACHIRUS,Public,76
2014,FLORIDA,Commercial,14,HAIRY BLENNY,Public,23
2014,FLORIDA,Commercial,113,"HAKES, RED AND WHITE",Public,122
2014,FLORIDA,Commercial,432,HALIEUTICHTHYS,Public,670
2014,FLORIDA,Commercial,33,HARVESTFISH,Public,17
2014,FLORIDA,Commercial,159,HAWKWING CONCH,Public,194
2014,FLORIDA,Commercial,150,"HERRING, ROUND",Public,30
2014,FLORIDA,Commercial,748,HONEYCOMB COWFISH,Public,940
2014,FLORIDA,Commercial,10,HYDRALIKE ANIMALS,Public,18
2014,FLORIDA,Commercial,2,INSHORE LIZARDFISH,Public,4
2014,FLORIDA,Commercial,247,"JACK, HORSE-EYE",Public,198
2014,FLORIDA,Commercial,48,JANTHINIDAE,Public,18
2014,FLORIDA,Commercial,13,KEY BROTULA,Public,85
2014,FLORIDA,Commercial,190,KYPHOSUS SECTATOR,Public,387
2014,FLORIDA,Commercial,206,LANTERN BASS,Public,630
2014,FLORIDA,Commercial,1,LESSER ELECTRIC RAY,Public,127
2014,FLORIDA,Commercial,79,LIONS-PAW SCALLOP,Public,221
2014,FLORIDA,Commercial,465,LIZARDFISH FAMILY,Public,419
2014,FLORIDA,Commercial,948,"LOBSTER, SLIPPER",Public,854
2014,FLORIDA,Commercial,1,LONGFIN DAMSELFISH,Public,2
2014,FLORIDA,Commercial,69,MARBLED BLENNY,Public,101
2014,FLORIDA,Commercial,765,MARGINELLIDAE,Public,511
2014,FLORIDA,Commercial,26,MEASLED COWRIE,Public,60
2014,FLORIDA,Commercial,818,MESOGASTROPODA,Public,592
2014,FLORIDA,Commercial,71,MILK CONCH,Public,307
2014,FLORIDA,Commercial,400,MITHRACULUS,Public,449
2014,FLORIDA,Commercial,713,MURICIDAE,Public,783
2014,FLORIDA,Commercial,1,MUTTON HAMLET,Public,15
2014,FLORIDA,Commercial,91,NEEDLEFISH FAMILY,Public,32
2014,FLORIDA,Commercial,13,OCELLATED FROGFISH,Public,120
2014,FLORIDA,Commercial,292,OPAH,Public,568
2014,FLORIDA,Commercial,66,ORANGESPOTTED FILEFISH,Public,148
2014,FLORIDA,Commercial,916,PAGURISTES PUNCTICEPS,Public,386
2014,FLORIDA,Commercial,19,PEPPERMINT BASS,Public,800
2014,FLORIDA,Commercial,3,PILOTFISH,Public,6
2014,FLORIDA,Commercial,115,"PINFISH, SPOTTAIL",Public,107
2014,FLORIDA,Commercial,162,"POMFRETS, UNCLASSIFIED",Public,179
2014,FLORIDA,Commercial,173,"PORGY, LITTLEHEAD",Public,178
2014,FLORIDA,Commercial,78,"PORGY, LONGSPINE",Public,63
2014,FLORIDA,Commercial,69,PUDDINGWIFE (WRASSE),Public,387
2014,FLORIDA,Commercial,22,RAINBOW PARROTFISH,Public,654
2014,FLORIDA,Commercial,1,RANELLIDAE,Public,25
2014,FLORIDA,Commercial,9,"RAYS, BUTTERFLY",Public,443
2014,FLORIDA,Commercial,89,RED BREAM,Public,221
2014,FLORIDA,Commercial,104,REDBAND PARROTFISH,Public,786
2014,FLORIDA,Commercial,64,REDLIP BLENNY,Public,235
2014,FLORIDA,Commercial,2,REEF CROAKER,Public,10
2014,FLORIDA,Commercial,374,REEF SCORPIONFISH,Public,529
2014,FLORIDA,Commercial,18,REMORA FAMILY,Public,47
2014,FLORIDA,Commercial,546,RINGED ANEMONE,Public,734
2014,FLORIDA,Commercial,1,ROUGHTONGUE BASS,Public,75
2014,FLORIDA,Commercial,161,SADDLED BLENNY,Public,360
2014,FLORIDA,Commercial,10,SAND DOLLAR,Public,20
2014,FLORIDA,Commercial,142,SAND PERCH,Public,393
2014,FLORIDA,Commercial,22,SARGASSUMFISH,Public,50
2014,FLORIDA,Commercial,87,"SEA BASS, BANK",Public,165
2014,FLORIDA,Commercial,75,SERPULIDAE,Public,470
2014,FLORIDA,Commercial,12,SHARK EYE,Public,142
2014,FLORIDA,Commercial,104,"SHARK, BLUE",Public,188
2014,FLORIDA,Commercial,71,"SHARK, FINETOOTH",Public,89
2014,FLORIDA,Commercial,71,"SHARK, FINETOOTH",Public,89
2014,FLORIDA,Commercial,13,"SHARK, OCEANIC WHITETIP",Public,7
2014,FLORIDA,Commercial,55,"SHARK, SILKY",Public,45
2014,FLORIDA,Commercial,55,"SHARK, SILKY",Public,45
2014,FLORIDA,Commercial,13,SHARKSUCKER,Public,78
2014,FLORIDA,Commercial,1,SHARPTAIL EEL,Public,25
2014,FLORIDA,Commercial,201,SLEEPER FAMILY,Public,22
2014,FLORIDA,Commercial,81,SLIPPERY DICK,Public,119
2014,FLORIDA,Commercial,19,SNAPPER CARIBBEAN RED,Public,70
2014,FLORIDA,Commercial,188,"SNAPPER, MAHOGANY",Public,388
2014,FLORIDA,Commercial,121,"SNAPPER, SCHOOLMASTER",Public,296
2014,FLORIDA,Commercial,55,SOUTHERN PUFFER,Public,364
2014,FLORIDA,Commercial,1,SOUTHERN STARGAZER,Public,20
2014,FLORIDA,Commercial,10,SOUTHERN STINGRAY,Public,605
2014,FLORIDA,Commercial,485,SPINY FILECLAM,Public,765
2014,FLORIDA,Commercial,75,SPIROBRANCHUS GIGANTEUS,Public,562
2014,FLORIDA,Commercial,211,SPOTFIN BUTTERFLYFISH,Public,836
2014,FLORIDA,Commercial,79,SPOTFIN JAWFISHES,Public,241
2014,FLORIDA,Commercial,37,SPOTTED BURRFISH,Public,204
2014,FLORIDA,Commercial,76,SPOTTED GOATFISH,Public,861
2014,FLORIDA,Commercial,56,SPOTTED SPINY LOBSTER,Public,580
2014,FLORIDA,Commercial,15,SPOTTED TRUNKFISH,Public,230
2014,FLORIDA,Commercial,714,STAREYE HERMIT,Public,157
2014,FLORIDA,Commercial,12,STARGAZER FAMILY,Public,25
2014,FLORIDA,Commercial,122,STRIPED PARROTFISH,Public,988
2014,FLORIDA,Commercial,124,SURGEONFISHES,Public,491
2014,FLORIDA,Commercial,6,THREADNOSE BASS,Public,300
2014,FLORIDA,Commercial,34,THREESPOT DAMSELFISH,Public,216
2014,FLORIDA,Commercial,147,TIGER GOBY,Public,147
2014,FLORIDA,Commercial,548,"TILEFISH, BLACKLINE",Public,730
2014,FLORIDA,Commercial,323,"TILEFISH, SAND",Public,684
2014,FLORIDA,Commercial,496,TOADFISHES,Public,621
2014,FLORIDA,Commercial,127,TOBACCOFISH,Public,685
2014,FLORIDA,Commercial,61,TRUE TULIP,Public,168
2014,FLORIDA,Commercial,27,TRUMPETFISH,Public,266
2014,FLORIDA,Commercial,367,"TUNA, SKIPJACK",Public,534
2014,FLORIDA,Commercial,367,"TUNA, SKIPJACK",Public,534
2014,FLORIDA,Commercial,69,TUNAS,Public,165
2014,FLORIDA,Commercial,97,TWOSPOT CARDINALFISH,Public,403
2014,FLORIDA,Commercial,11,WRASSE BASS,Public,360
2014,FLORIDA,Commercial,3,WRASSE BLENNY,Public,15
2014,FLORIDA,Commercial,90,XYRICHTYS,Public,484
2014,FLORIDA,Commercial,314,YELLOWHEAD WRASSE,Public,745
2014,FLORIDA,Commercial,5,YELLOWTAIL REEFFISH,Public,19
2014,GEORGIA,Commercial,273,FLATFISH,Public,554
2014,GEORGIA,Commercial,20,"SHARK, BLACKTIP",Public,8
2014,HAWAII,Commercial,133,ALFONSIN,Public,592
2014,HAWAII,Commercial,382,BILLFISHES,Public,627
2014,HAWAII,Commercial,187,CRUSTACEANS,Public,354
2014,HAWAII,Commercial,272,LARGEMOUTHED LEATHERSKIN,Public,654
2014,HAWAII,Commercial,106,"LOBSTER, SLIPPER",Public,841
2014,HAWAII,Commercial,18,"MACKEREL, FRIGATE",Public,39
2014,HAWAII,Commercial,33,OCEAN SUNFISH,Public,3
2014,HAWAII,Commercial,51,"SHARK, HAMMERHEAD",Public,217
2014,HAWAII,Commercial,44,"SHARKS, UNCLASSIFIED",Public,22
2014,HAWAII,Commercial,323,"TARPON, HAWAIIAN",Public,462
2014,HAWAII,Commercial,242,TILAPIAS,Public,857
2014,HAWAII,Commercial,5,"URCHINS, SEA",Public,70
2014,LOUISIANA,Commercial,761,"AMBERJACK, LESSER",Public,366
2014,LOUISIANA,Commercial,406,BARRACUDAS,Public,404
2014,LOUISIANA,Commercial,224,"BASS, LONGTAIL",Public,227
2014,LOUISIANA,Commercial,14,BLUEFISH,Public,13
2014,LOUISIANA,Commercial,233,GAFFTOPSAIL CATFISH,Public,154
2014,LOUISIANA,Commercial,224,"GROUPER, BLACK",Public,735
2014,LOUISIANA,Commercial,73,"GROUPER, MISTY",Public,202
2014,LOUISIANA,Commercial,37,"GROUPER, RED",Public,93
2014,LOUISIANA,Commercial,83,"GROUPER, YELLOWFIN",Public,243
2014,LOUISIANA,Commercial,494,"HAKES, RED AND WHITE",Public,490
2014,LOUISIANA,Commercial,66,"HIND, RED",Public,168
2014,LOUISIANA,Commercial,604,KINGFISHES,Public,668
2014,LOUISIANA,Commercial,49,OILFISH,Public,22
2014,LOUISIANA,Commercial,18,"POMPANO, AFRICAN",Public,26
2014,LOUISIANA,Commercial,355,"RUNNER, BLUE",Public,309
2014,LOUISIANA,Commercial,499,"SEATROUT, SAND",Public,496
2014,LOUISIANA,Commercial,606,"SHARK, TIGER",Public,242
2014,LOUISIANA,Commercial,80,"SHARKS, UNCLASSIFIED",Public,40
2014,LOUISIANA,Commercial,65,"SNAPPER, CUBERA",Public,59
2014,LOUISIANA,Commercial,408,"SNAPPER, QUEEN",Public,749
2014,LOUISIANA,Commercial,34,"SNAPPER, YELLOWTAIL",Public,92
2014,LOUISIANA,Commercial,381,SQUIDS,Public,675
2014,LOUISIANA,Commercial,99,"TUNA, LITTLE TUNNY",Public,24
2014,LOUISIANA,Commercial,65,WENCHMAN,Public,130
2014,MAINE,Commercial,837,"SHARK, SHORTFIN MAKO",Public,896
2014,MARYLAND,Commercial,599,CATFISHES-BULLHEADS,Public,114
2014,MARYLAND,Commercial,298,"DRUM, RED",Public,458
2014,MARYLAND,Commercial,66,"JACK, CREVALLE",Public,31
2014,MARYLAND,Commercial,791,KINGFISHES,Public,590
2014,MARYLAND,Commercial,201,LEATHERJACKETS,Public,129
2014,MARYLAND,Commercial,509,"MACKEREL, ATLANTIC",Public,350
2014,MARYLAND,Commercial,318,MULLETS,Public,207
2014,MARYLAND,Commercial,600,"SHAD, HICKORY",Public,360
2014,MARYLAND,Commercial,531,"SHARK, BLACKTIP",Public,372
2014,MARYLAND,Commercial,642,"SHARKS, UNCLASSIFIED",Public,277
2014,MARYLAND,Commercial,373,SUNFISHES,Public,448
2014,MARYLAND,Commercial,23,"TUNA, SKIPJACK",Public,23
2014,MASSACHUSETTS,Commercial,29,FINFISH,Public,93
2014,MASSACHUSETTS,Commercial,405,"HAKE, OFFSHORE SILVER",Public,377
2014,MASSACHUSETTS,Commercial,377,"HAKES, RED AND WHITE",Public,744
2014,MICHIGAN,Commercial,180,BOWFIN,Public,72
2014,MICHIGAN,Commercial,350,BURBOT,Public,158
2014,MISSISSIPPI,Commercial,410,"MACKEREL, SPANISH",Public,324
2014,MISSISSIPPI,Commercial,403,"MULLET, WHITE",Public,331
2014,NEW JERSEY,Commercial,366,COBIA,Public,839
2014,NEW JERSEY,Commercial,80,"HAKES, RED AND WHITE",Public,49
2014,NEW JERSEY,Commercial,292,"MACKEREL, SPANISH",Public,701
2014,NEW JERSEY,Commercial,741,"SEAROBIN, NORTHERN",Public,112
2014,NEW JERSEY,Commercial,456,"SHAD, HICKORY",Public,208
2014,NEW JERSEY,Commercial,106,"SHARKS, UNCLASSIFIED",Public,88
2014,NEW JERSEY,Commercial,155,"STARGAZER, NOTHERN",Public,60
2014,NEW JERSEY,Commercial,383,STROMBIDAE,Public,826
2014,NEW YORK,Commercial,35,ATLANTIC SPADEFISH,Public,22
2014,NEW YORK,Commercial,19,BAR JACK,Public,14
2014,NEW YORK,Commercial,311,COBIA,Public,904
2014,NEW YORK,Commercial,586,"CROAKER, ATLANTIC",Public,565
2014,NEW YORK,Commercial,271,"DRUM, BLACK",Public,115
2014,NEW YORK,Commercial,61,GARS,Public,23
2014,NEW YORK,Commercial,321,"HAKE, WHITE",Public,386
2014,NEW YORK,Commercial,415,"HERRING, BLUEBACK",Public,296
2014,NEW YORK,Commercial,835,"KINGFISH, NORTHERN",Public,836
2014,NEW YORK,Commercial,333,"MACKEREL, KING",Public,663
2014,NEW YORK,Commercial,242,"RAVEN, SEA",Public,311
2014,NEW YORK,Commercial,37,"RUNNER, BLUE",Public,36
2014,NEW YORK,Commercial,104,"SEATROUT, SPOTTED",Public,161
2014,NEW YORK,Commercial,65,"SHAD, GIZZARD",Public,21
2014,NEW YORK,Commercial,912,"SHARKS, UNCLASSIFIED",Public,319
2014,NEW YORK,Commercial,61,SHEEPSHEAD,Public,44
2014,NEW YORK,Commercial,71,SPADEFISHES,Public,57
2014,NEW YORK,Commercial,111,"TUNA, SKIPJACK",Public,82
2014,NEW YORK,Commercial,251,WAHOO,Public,928
2014,NORTH CAROLINA,Commercial,246,"AMBERJACK, LESSER",Public,245
2014,NORTH CAROLINA,Commercial,48,BARRELFISH,Public,43
2014,NORTH CAROLINA,Commercial,166,"BASS, ROCK SEA",Public,182
2014,NORTH CAROLINA,Commercial,190,BIGEYE FAMILY,Public,108
2014,NORTH CAROLINA,Commercial,997,BOWFIN,Public,897
2014,NORTH CAROLINA,Commercial,57,BUCKLER DORY,Public,48
2014,NORTH CAROLINA,Commercial,647,"EEL, CONGER",Public,252
2014,NORTH CAROLINA,Commercial,66,GRAYSBY,Public,217
2014,NORTH CAROLINA,Commercial,280,GROUPERS,Public,851
2014,NORTH CAROLINA,Commercial,652,"HAKES, RED AND WHITE",Public,293
2014,NORTH CAROLINA,Commercial,217,OCTOPUS,Public,277
2014,NORTH CAROLINA,Commercial,103,"RAY,STINGRAYS",Public,92
2014,NORTH CAROLINA,Commercial,123,SCORPIONFISHES,Public,151
2014,NORTH CAROLINA,Commercial,767,SEAROBINS,Public,245
2014,NORTH CAROLINA,Commercial,662,"SHARK, BONNETHEAD",Public,318
2014,NORTH CAROLINA,Commercial,479,"SHARK, LEMON",Public,254
2014,NORTH CAROLINA,Commercial,389,"SHARK, SMOOTH HAMMERHEAD",Public,175
2014,NORTH CAROLINA,Commercial,54,"SNAPPER, BLACKFIN",Public,173
2014,NORTH CAROLINA,Commercial,34,"SNAPPER, YELLOWTAIL",Public,129
2014,NORTH CAROLINA,Commercial,122,SNAPPERS,Public,132
2014,NORTH CAROLINA,Commercial,137,TAUTOG,Public,378
2014,NORTH CAROLINA,Commercial,996,"TILEFISH, SAND",Public,548
2014,NORTH CAROLINA,Commercial,311,"TRIGGERFISH, QUEEN",Public,806
2014,OHIO,Commercial,110,BURBOT,Public,30
2014,OREGON,Commercial,661,"ROCKFISH, STRIPETAIL",Public,265
2014,OREGON,Commercial,220,"SOLE, CURLFIN",Public,55
2014,OREGON,Commercial,220,"TUNA, BLUEFIN PACIFIC",Public,423
2014,PENNSYLVANIA,Commercial,66,BURBOT,Public,84
2014,PENNSYLVANIA,Commercial,10,"CATFISH, CHANNEL",Public,10
2014,PENNSYLVANIA,Commercial,189,"WALLEYE, OTHER",Public,664
2014,RHODE ISLAND,Commercial,149,AMBERJACK,Public,134
2014,RHODE ISLAND,Commercial,942,"HAKE, WHITE",Public,835
2014,RHODE ISLAND,Commercial,43,"MACKEREL, SPANISH",Public,94
2014,RHODE ISLAND,Commercial,174,POLLOCK,Public,240
2014,RHODE ISLAND,Commercial,22,"SHARKS, UNCLASSIFIED",Public,10
2014,RHODE ISLAND,Commercial,264,WAHOO,Public,897
2014,SOUTH CAROLINA,Commercial,38,"BASS, LONGTAIL",Public,77
2014,SOUTH CAROLINA,Commercial,38,BIGEYE,Public,55
2014,SOUTH CAROLINA,Commercial,247,"CROAKER, ATLANTIC",Public,162
2014,SOUTH CAROLINA,Commercial,727,"EEL, CONGER",Public,683
2014,SOUTH CAROLINA,Commercial,28,FINFISH,Public,45
2014,SOUTH CAROLINA,Commercial,918,"PINFISH, SPOTTAIL",Public,620
2014,SOUTH CAROLINA,Commercial,75,"SHARKS, UNCLASSIFIED",Public,169
2014,SOUTH CAROLINA,Commercial,275,SHEEPSHEAD,Public,613
2014,SOUTH CAROLINA,Commercial,48,"SNAPPER, BLACKFIN",Public,155
2014,SOUTH CAROLINA,Commercial,139,SNAPPERS,Public,391
2014,SOUTH CAROLINA,Commercial,160,"TILEFISH, SAND",Public,187
2014,TEXAS,Commercial,159,"DRUM, FRESHWATER",Public,123
2014,TEXAS,Commercial,196,LEATHERJACKETS,Public,204
2014,TEXAS,Commercial,140,"RUNNER, RAINBOW",Public,282
2014,TEXAS,Commercial,557,SCUPS OR PORGIES,Public,752
2014,TEXAS,Commercial,157,"SNAPPER, LANE",Public,455
2014,TEXAS,Commercial,241,"SNAPPER, YELLOWTAIL",Public,820
2014,TEXAS,Commercial,20,"TILEFISH, SAND",Public,21
2014,TEXAS,Commercial,773,"TRIGGERFISH, GRAY",Public,955
2014,TEXAS,Commercial,29,"TUNA, SKIPJACK",Public,58
2014,VIRGINIA,Commercial,629,AMBERJACK,Public,787
2014,VIRGINIA,Commercial,132,"BONITO, ATLANTIC",Public,80
2014,VIRGINIA,Commercial,15,CATFISHES-BULLHEADS,Public,3
2014,VIRGINIA,Commercial,773,"JACK, CREVALLE",Public,771
2014,VIRGINIA,Commercial,142,"MACKEREL, KING",Public,310
2014,VIRGINIA,Commercial,339,"PERCH, YELLOW",Public,418
2014,VIRGINIA,Commercial,166,SERRANUS SCRIBA,Public,83
2014,VIRGINIA,Commercial,82,"SHARK, BLACKTIP",Public,58
2014,VIRGINIA,Commercial,81,"TUNA, SKIPJACK",Public,26
2014,WASHINGTON,Commercial,220,"ROCKFISH, REDSTRIPE",Public,74
2014,WASHINGTON,Commercial,882,"ROCKFISH, SHARPCHIN",Public,383
2014,WASHINGTON,Commercial,220,"ROCKFISH, YELLOWMOUTH",Public,137
2014,WISCONSIN,Commercial,17,"BASS, WHITE",Public,11
2014,WISCONSIN,Commercial,8,"BULLHEAD, BROWN",Public,1
2014,WISCONSIN,Commercial,47,"PERCH, WHITE",Public,24
2014,WISCONSIN,Commercial,211,"SMELT, RAINBOW",Public,582
2014,WISCONSIN,Commercial,369,SUCKERS,Public,20
2014,WISCONSIN,Commercial,321,"WHITEFISH, ROUND",Public,161
2013,ALABAMA,Commercial,413,"AMBERJACK, LESSER",Public,611
2013,ALABAMA,Commercial,72,"CATFISH, BLUE",Public,26
2013,ALABAMA,Commercial,407,CATFISHES-BULLHEADS,Public,185
2013,ALABAMA,Commercial,275,"CROAKER, ATLANTIC",Public,220
2013,ALABAMA,Commercial,545,DOLPHINFISH,Public,566
2013,ALABAMA,Commercial,71,GARS,Public,19
2013,ALABAMA,Commercial,77,"HIND, SPECKLED",Public,224
2013,ALABAMA,Commercial,112,LOOKDOWN,Public,78
2013,ALABAMA,Commercial,219,PINFISH,Public,51
2013,ALABAMA,Commercial,986,"RAY,STINGRAYS",Public,205
2013,ALABAMA,Commercial,532,"SHARK, GREAT HAMMERHEAD",Public,113
2013,ALABAMA,Commercial,57,"SNAPPER, LANE",Public,166
2013,ALABAMA,Commercial,378,TRIPLETAIL,Public,464
2013,CALIFORNIA,Commercial,661,RATFISH SPOTTED,Public,156
2013,CALIFORNIA,Commercial,441,"ROCKFISH, COWCOD",Public,185
2013,CALIFORNIA,Commercial,661,"ROCKFISH, GREENBLOTCHED",Public,581
2013,CALIFORNIA,Commercial,661,"ROCKFISH, GREENSTRIPED",Public,294
